,Ship Mode,Segment,City,Country,Category,Sub-Category,Quantity,Discount,Order Priority,month,Sales_unitario
8574,Standard Class,Consumer,Stockholm,Sweden,Office Supplies,Art,entre 1 y 2,0.5,Medium,December,5.04
8575,Standard Class,Corporate,Sydney,Australia,Office Supplies,Labels,entre 3 y 4,0.1,Low,March,3.216857142857143
8576,Standard Class,Consumer,Jakarta,Indonesia,Office Supplies,Labels,entre 1 y 2,0.47,Medium,November,8.9252
8577,Standard Class,Consumer,Istanbul,Turkey,Office Supplies,Envelopes,entre 1 y 2,0.6,Medium,September,6.352
8578,First Class,Consumer,Istanbul,Turkey,Office Supplies,Labels,entre 1 y 2,0.6,High,December,5.792000000000001
8579,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Binders,entre 1 y 2,0.2,Medium,July,9.450666666666667
8580,Standard Class,Corporate,Managua,Nicaragua,Office Supplies,Binders,entre 1 y 2,0.0,Medium,October,5.253333333333333
8581,Second Class,Corporate,Tegucigalpa,Honduras,Office Supplies,Supplies,entre 1 y 2,0.4,High,November,3.968
8582,Standard Class,Home Office,Santo Domingo,Dominican Republic,Office Supplies,Binders,entre 1 y 2,0.2,Medium,June,7.4879999999999995
8583,Standard Class,Consumer,Mexico City,Mexico,Office Supplies,Labels,entre 3 y 4,0.0,Medium,November,8.137142857142857
8584,Standard Class,Consumer,Buenos Aires,Argentina,Office Supplies,Art,entre 5 y 6,0.4,Medium,December,24.794181818181816
8585,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Labels,entre 1 y 2,0.2,Medium,October,3.9466666666666668
8586,Standard Class,Consumer,Bangkok,Thailand,Office Supplies,Binders,entre 9 y 10,0.17,Medium,August,4.482
8587,Standard Class,Consumer,Manila,Philippines,Office Supplies,Fasteners,entre 1 y 2,0.45,High,January,4.917
8588,Standard Class,Corporate,Vienna,Austria,Office Supplies,Labels,entre 1 y 2,0.0,Medium,July,5.6000000000000005
8589,Second Class,Consumer,Istanbul,Turkey,Office Supplies,Fasteners,entre 1 y 2,0.6,Medium,October,8.688
8590,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Binders,entre 3 y 4,0.2,Medium,October,7.0765714285714285
8591,Second Class,Corporate,Santo Domingo,Dominican Republic,Office Supplies,Envelopes,entre 1 y 2,0.2,High,November,2.56
8592,Standard Class,Corporate,Managua,Nicaragua,Office Supplies,Labels,entre 1 y 2,0.0,Medium,October,11.04
8593,Standard Class,Consumer,Mexico City,Mexico,Office Supplies,Storage,entre 1 y 2,0.0,Medium,October,10.24
8594,Standard Class,Corporate,Tegucigalpa,Honduras,Office Supplies,Binders,entre 1 y 2,0.4,Medium,September,13.128
8595,Standard Class,Home Office,Rome,Italy,Office Supplies,Storage,entre 1 y 2,0.4,Medium,August,6.228000000000001
8596,Same Day,Corporate,Lagos,Nigeria,Office Supplies,Envelopes,entre 1 y 2,0.7,Medium,November,3.2279999999999998
8597,Standard Class,Corporate,Istanbul,Turkey,Office Supplies,Binders,entre 1 y 2,0.6,High,March,3.648
8598,Standard Class,Corporate,Istanbul,Turkey,Office Supplies,Binders,entre 1 y 2,0.6,High,November,4.128
8599,Second Class,Corporate,Santo Domingo,Dominican Republic,Office Supplies,Binders,entre 3 y 4,0.2,Medium,August,2.9257142857142857
8600,Standard Class,Corporate,Managua,Nicaragua,Office Supplies,Labels,entre 3 y 4,0.0,Medium,November,5.142857142857143
8601,Standard Class,Corporate,Istanbul,Turkey,Office Supplies,Binders,entre 1 y 2,0.6,Medium,July,7.5680000000000005
8602,Second Class,Consumer,Kinshasa,Democratic Republic of the Congo,Office Supplies,Labels,entre 1 y 2,0.0,High,September,8.86
8603,Second Class,Consumer,Lagos,Nigeria,Furniture,Furnishings,entre 1 y 2,0.7,High,March,4.434
8604,Standard Class,Corporate,Casablanca,Morocco,Office Supplies,Binders,entre 1 y 2,0.0,Medium,November,9.0
8605,Standard Class,Corporate,Cairo,Egypt,Office Supplies,Envelopes,entre 1 y 2,0.0,Medium,November,8.040000000000001
8606,Same Day,Corporate,Vienna,Austria,Office Supplies,Storage,entre 1 y 2,0.0,High,September,32.64
8607,Standard Class,Consumer,Mexico City,Mexico,Office Supplies,Envelopes,entre 1 y 2,0.0,Medium,October,8.306666666666667
8608,Standard Class,Corporate,Mixco,Guatemala,Office Supplies,Fasteners,entre 1 y 2,0.0,Medium,July,6.226666666666667
8609,Standard Class,Consumer,Tegucigalpa,Honduras,Office Supplies,Binders,entre 3 y 4,0.4,Medium,October,3.4834285714285715
8610,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Binders,entre 1 y 2,0.2,Medium,October,9.024
8611,Second Class,Consumer,San Salvador,El Salvador,Office Supplies,Envelopes,entre 3 y 4,0.0,Medium,March,20.485714285714288
8612,Standard Class,Corporate,Berlin,Germany,Office Supplies,Binders,entre 1 y 2,0.1,Medium,June,6.948
8613,Standard Class,Consumer,London,United Kingdom,Office Supplies,Supplies,entre 1 y 2,0.1,Medium,November,6.3
8614,Second Class,Corporate,Brisbane,Australia,Office Supplies,Binders,entre 3 y 4,0.1,Medium,September,4.559142857142858
8615,Standard Class,Corporate,Manila,Philippines,Furniture,Furnishings,entre 1 y 2,0.25,Medium,September,18.69
8616,Standard Class,Consumer,Manila,Philippines,Office Supplies,Labels,entre 1 y 2,0.45,Medium,November,6.864
8617,Standard Class,Consumer,Yangon,Myanmar (Burma),Office Supplies,Labels,entre 1 y 2,0.17,Medium,February,6.2748
8618,Standard Class,Consumer,Sydney,Australia,Office Supplies,Binders,entre 1 y 2,0.1,High,October,7.2
8619,Second Class,Corporate,Bangkok,Thailand,Office Supplies,Supplies,entre 1 y 2,0.47,Medium,December,4.876
8620,First Class,Home Office,Lagos,Nigeria,Office Supplies,Labels,entre 1 y 2,0.7,High,November,4.476
8621,Standard Class,Home Office,Tegucigalpa,Honduras,Office Supplies,Binders,entre 1 y 2,0.4,Medium,September,8.12
8622,Standard Class,Corporate,Tegucigalpa,Honduras,Office Supplies,Fasteners,entre 1 y 2,0.4,High,September,3.0239999999999996
8623,Standard Class,Corporate,Manila,Philippines,Office Supplies,Labels,entre 1 y 2,0.45,Medium,November,5.236
8624,Standard Class,Consumer,Brisbane,Australia,Office Supplies,Binders,entre 1 y 2,0.1,Medium,October,5.436
8625,Standard Class,Consumer,Bangkok,Thailand,Furniture,Furnishings,entre 1 y 2,0.27,Medium,December,12.264000000000001
8626,Same Day,Consumer,Ho Chi Minh City,Vietnam,Office Supplies,Art,entre 3 y 4,0.17,High,December,18.034714285714283
8627,Second Class,Home Office,Gold Coast,Australia,Office Supplies,Paper,entre 1 y 2,0.4,High,October,12.24
8628,Standard Class,Home Office,Baghdad,Iraq,Office Supplies,Labels,entre 1 y 2,0.0,Medium,September,7.640000000000001
8629,Standard Class,Corporate,Baghdad,Iraq,Office Supplies,Fasteners,entre 1 y 2,0.0,Medium,January,5.5
8630,Standard Class,Consumer,Istanbul,Turkey,Office Supplies,Paper,entre 1 y 2,0.6,Medium,June,11.968000000000002
8631,Standard Class,Home Office,San Pedro Sula,Honduras,Office Supplies,Fasteners,entre 1 y 2,0.4,Medium,November,7.744
8632,Standard Class,Consumer,Buenos Aires,Argentina,Office Supplies,Labels,entre 5 y 6,0.4,Medium,November,3.4036363636363633
8633,Second Class,Home Office,Tegucigalpa,Honduras,Office Supplies,Art,entre 1 y 2,0.4,High,June,4.424
8634,Standard Class,Home Office,Managua,Nicaragua,Office Supplies,Labels,entre 3 y 4,0.0,Medium,April,4.302857142857143
8635,Standard Class,Home Office,San Miguelito,Panama,Office Supplies,Labels,entre 3 y 4,0.4,High,September,2.7668571428571425
8636,Standard Class,Consumer,Manila,Philippines,Office Supplies,Supplies,entre 1 y 2,0.45,Medium,June,5.654
8637,Standard Class,Consumer,Sydney,Australia,Office Supplies,Labels,entre 1 y 2,0.1,High,January,6.047999999999999
8638,Same Day,Consumer,Lagos,Nigeria,Office Supplies,Labels,entre 3 y 4,0.7,High,December,3.7028571428571433
8639,Standard Class,Corporate,Alexandria,Egypt,Office Supplies,Paper,entre 1 y 2,0.0,Medium,November,14.659999999999998
8640,Same Day,Home Office,Istanbul,Turkey,Technology,Machines,entre 1 y 2,0.6,Medium,June,32.808
8641,Standard Class,Consumer,Lagos,Nigeria,Office Supplies,Labels,entre 1 y 2,0.7,Medium,December,4.476
8642,Standard Class,Consumer,Managua,Nicaragua,Office Supplies,Fasteners,entre 3 y 4,0.0,Medium,March,5.9314285714285715
8643,Standard Class,Home Office,San Pedro Sula,Honduras,Office Supplies,Art,entre 1 y 2,0.4,Medium,August,6.2
8644,Standard Class,Corporate,Tegucigalpa,Honduras,Office Supplies,Binders,entre 3 y 4,0.4,Medium,December,2.345142857142857
8645,Standard Class,Corporate,Stockholm,Sweden,Office Supplies,Binders,entre 1 y 2,0.5,Low,November,2.83
8646,Standard Class,Consumer,Alexandria,Egypt,Office Supplies,Labels,entre 1 y 2,0.0,Medium,March,7.52
8647,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Envelopes,entre 1 y 2,0.2,Medium,August,8.991999999999999
8648,Standard Class,Home Office,Managua,Nicaragua,Office Supplies,Fasteners,entre 1 y 2,0.0,Medium,November,12.32
8649,Second Class,Home Office,Panama City,Panama,Office Supplies,Binders,entre 3 y 4,0.4,Medium,May,2.1805714285714286
8650,First Class,Home Office,Lagos,Nigeria,Office Supplies,Art,entre 1 y 2,0.7,High,November,5.292
8651,Standard Class,Consumer,Riyadh,Saudi Arabia,Office Supplies,Paper,entre 1 y 2,0.0,High,April,10.200000000000001
8652,First Class,Home Office,Istanbul,Turkey,Office Supplies,Storage,entre 1 y 2,0.6,High,October,2.7439999999999998
8653,Standard Class,Consumer,Baghdad,Iraq,Office Supplies,Binders,entre 1 y 2,0.0,Medium,March,4.4799999999999995
8654,Standard Class,Consumer,San Pedro Sula,Honduras,Office Supplies,Labels,entre 9 y 10,0.4,Medium,September,4.138105263157894
8655,Standard Class,Corporate,Buenos Aires,Argentina,Furniture,Furnishings,entre 1 y 2,0.4,High,November,6.239999999999999
8656,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Labels,entre 1 y 2,0.2,Medium,May,6.143999999999999
8657,Standard Class,Consumer,Gold Coast,Australia,Office Supplies,Supplies,entre 1 y 2,0.1,Medium,August,14.4
8658,Standard Class,Home Office,Jakarta,Indonesia,Office Supplies,Labels,entre 1 y 2,0.47,Low,October,6.1904
8659,First Class,Consumer,Jakarta,Indonesia,Office Supplies,Envelopes,entre 1 y 2,0.47,High,August,3.0104
8660,Standard Class,Consumer,Gold Coast,Australia,Office Supplies,Labels,entre 1 y 2,0.1,Medium,April,15.840000000000002
8661,Standard Class,Corporate,Manila,Philippines,Office Supplies,Labels,entre 1 y 2,0.45,Medium,March,7.744
8662,Standard Class,Consumer,Lagos,Nigeria,Office Supplies,Binders,entre 3 y 4,0.7,Medium,February,4.865142857142857
8663,Standard Class,Corporate,Lagos,Nigeria,Office Supplies,Labels,entre 3 y 4,0.7,Medium,January,3.6205714285714286
8664,Standard Class,Consumer,Lagos,Nigeria,Furniture,Furnishings,entre 1 y 2,0.7,Medium,January,5.04
8665,Second Class,Corporate,Riyadh,Saudi Arabia,Office Supplies,Fasteners,entre 1 y 2,0.0,Medium,October,7.68
8666,Standard Class,Consumer,Lagos,Nigeria,Technology,Accessories,entre 1 y 2,0.7,Medium,April,15.857999999999999
8667,Second Class,Home Office,Casablanca,Morocco,Office Supplies,Binders,entre 1 y 2,0.0,Medium,June,4.3
8668,Standard Class,Home Office,São Paulo,Brazil,Office Supplies,Fasteners,entre 3 y 4,0.0,Medium,November,6.017142857142857
8669,Second Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Binders,entre 1 y 2,0.2,High,September,5.802666666666667
8670,Standard Class,Consumer,Soyapango,El Salvador,Office Supplies,Fasteners,entre 1 y 2,0.0,Medium,December,9.413333333333332
8671,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Binders,entre 1 y 2,0.2,High,April,4.117333333333334
8672,Standard Class,Consumer,Vienna,Austria,Office Supplies,Labels,entre 1 y 2,0.0,Medium,April,14.280000000000001
8673,Standard Class,Corporate,Jakarta,Indonesia,Office Supplies,Binders,entre 1 y 2,0.17,Medium,July,9.0304
8674,Standard Class,Home Office,Baghdad,Iraq,Office Supplies,Storage,entre 1 y 2,0.0,Medium,July,11.020000000000001
8675,Standard Class,Home Office,Baghdad,Iraq,Office Supplies,Binders,entre 1 y 2,0.0,Medium,February,6.94
8676,Standard Class,Corporate,Lagos,Nigeria,Technology,Phones,entre 1 y 2,0.7,Medium,December,27.695999999999998
8677,Standard Class,Home Office,Lagos,Nigeria,Office Supplies,Art,entre 1 y 2,0.7,Medium,October,7.152
8678,First Class,Corporate,Istanbul,Turkey,Office Supplies,Binders,entre 1 y 2,0.6,Critical,June,1.688
8679,Standard Class,Home Office,Riyadh,Saudi Arabia,Office Supplies,Labels,entre 1 y 2,0.0,Medium,September,11.68
8680,Standard Class,Corporate,Istanbul,Turkey,Office Supplies,Labels,entre 1 y 2,0.6,High,November,3.808
8681,Standard Class,Corporate,Panama City,Panama,Office Supplies,Fasteners,entre 1 y 2,0.4,Medium,September,6.111999999999999
8682,Standard Class,Home Office,San Salvador,El Salvador,Office Supplies,Labels,entre 1 y 2,0.0,Medium,September,10.08
8683,Second Class,Corporate,Panama City,Panama,Office Supplies,Storage,entre 1 y 2,0.4,Medium,August,4.28
8684,Standard Class,Home Office,Santo Domingo,Dominican Republic,Office Supplies,Storage,entre 1 y 2,0.2,Medium,September,10.581333333333333
8685,Standard Class,Home Office,Mexico City,Mexico,Office Supplies,Binders,entre 1 y 2,0.0,Medium,September,5.493333333333333
8686,Standard Class,Consumer,Buenos Aires,Argentina,Office Supplies,Fasteners,entre 1 y 2,0.4,Low,December,5.84
8687,Standard Class,Corporate,London,United Kingdom,Office Supplies,Art,entre 1 y 2,0.1,Medium,February,27.953999999999997
8688,Standard Class,Consumer,Stockholm,Sweden,Office Supplies,Fasteners,entre 1 y 2,0.5,Low,January,5.54
8689,Second Class,Corporate,Istanbul,Turkey,Office Supplies,Binders,entre 1 y 2,0.6,Medium,April,7.864
8690,First Class,Home Office,Cairo,Egypt,Office Supplies,Supplies,entre 3 y 4,0.0,Medium,January,25.474285714285713
8691,Standard Class,Home Office,Casablanca,Morocco,Office Supplies,Binders,entre 1 y 2,0.0,Low,June,4.22
8692,Standard Class,Consumer,Mexico City,Mexico,Office Supplies,Fasteners,entre 1 y 2,0.0,Medium,November,7.386666666666667
8693,Standard Class,Consumer,Tegucigalpa,Honduras,Office Supplies,Fasteners,entre 3 y 4,0.4,Medium,June,6.459428571428572
8694,First Class,Corporate,San Salvador,El Salvador,Office Supplies,Envelopes,entre 1 y 2,0.0,Medium,January,3.2533333333333334
8695,Second Class,Consumer,Casablanca,Morocco,Office Supplies,Art,entre 1 y 2,0.0,Medium,December,17.64
8696,Second Class,Corporate,Lagos,Nigeria,Office Supplies,Envelopes,entre 1 y 2,0.7,Medium,July,8.418000000000001
8697,Standard Class,Corporate,Casablanca,Morocco,Office Supplies,Labels,entre 1 y 2,0.0,Medium,November,5.760000000000001
8698,First Class,Home Office,Santo Domingo,Dominican Republic,Office Supplies,Envelopes,entre 1 y 2,0.2,High,February,13.290666666666667
8699,Standard Class,Consumer,Lagos,Nigeria,Office Supplies,Storage,entre 1 y 2,0.7,Medium,April,5.952000000000001
8700,Second Class,Home Office,Cairo,Egypt,Office Supplies,Art,entre 1 y 2,0.0,High,June,8.24
8701,Second Class,Consumer,San Miguelito,Panama,Office Supplies,Labels,entre 1 y 2,0.4,Medium,February,5.168
8702,Standard Class,Home Office,Santo Domingo,Dominican Republic,Office Supplies,Envelopes,entre 1 y 2,0.2,Medium,June,7.968
8703,Standard Class,Consumer,Villa Nueva,Guatemala,Office Supplies,Labels,entre 1 y 2,0.0,Low,December,3.84
8704,Standard Class,Corporate,Paris,France,Office Supplies,Binders,entre 1 y 2,0.0,Medium,January,9.36
8705,Standard Class,Corporate,Jakarta,Indonesia,Office Supplies,Labels,entre 1 y 2,0.47,High,October,4.7063999999999995
8706,Standard Class,Consumer,Bangkok,Thailand,Office Supplies,Fasteners,entre 1 y 2,0.47,Medium,November,3.7418
8707,Standard Class,Corporate,Canberra,Australia,Office Supplies,Binders,entre 1 y 2,0.4,Medium,October,12.384
8708,Standard Class,Corporate,Manila,Philippines,Office Supplies,Binders,entre 1 y 2,0.15,Medium,June,6.46
8709,Standard Class,Consumer,Lagos,Nigeria,Office Supplies,Art,entre 1 y 2,0.7,Medium,October,5.712
8710,Standard Class,Consumer,Cairo,Egypt,Office Supplies,Binders,entre 1 y 2,0.0,Low,June,5.359999999999999
8711,Second Class,Consumer,Lagos,Nigeria,Office Supplies,Paper,entre 1 y 2,0.7,High,June,5.946000000000001
8712,Standard Class,Corporate,Istanbul,Turkey,Office Supplies,Labels,entre 1 y 2,0.6,High,March,3.416
8713,Standard Class,Consumer,Lagos,Nigeria,Office Supplies,Envelopes,entre 1 y 2,0.7,Low,February,2.9280000000000004
8714,Standard Class,Consumer,Managua,Nicaragua,Office Supplies,Binders,entre 1 y 2,0.0,Medium,December,7.44
8715,Standard Class,Consumer,San Pedro Sula,Honduras,Office Supplies,Art,entre 1 y 2,0.4,Medium,December,4.144
8716,Standard Class,Corporate,Madrid,Spain,Office Supplies,Art,entre 1 y 2,0.0,Medium,April,14.74
8717,Second Class,Home Office,Stockholm,Sweden,Office Supplies,Binders,entre 1 y 2,0.5,Medium,October,3.1999999999999997
8718,Standard Class,Home Office,Bangkok,Thailand,Office Supplies,Storage,entre 1 y 2,0.47,Low,December,38.6264
8719,Second Class,Home Office,Baghdad,Iraq,Office Supplies,Fasteners,entre 1 y 2,0.0,Medium,September,9.06
8720,Standard Class,Consumer,Istanbul,Turkey,Office Supplies,Binders,entre 1 y 2,0.6,Medium,December,7.5680000000000005
8721,Second Class,Consumer,Lagos,Nigeria,Office Supplies,Fasteners,entre 1 y 2,0.7,High,July,3.414
8722,Standard Class,Consumer,Lagos,Nigeria,Office Supplies,Art,entre 1 y 2,0.7,Medium,August,6.042000000000001
8723,Standard Class,Corporate,Lagos,Nigeria,Office Supplies,Envelopes,entre 1 y 2,0.7,Medium,June,5.202
8724,Standard Class,Consumer,Kinshasa,Democratic Republic of the Congo,Office Supplies,Paper,entre 1 y 2,0.0,Medium,June,11.38
8725,Second Class,Corporate,Istanbul,Turkey,Office Supplies,Binders,entre 1 y 2,0.6,High,March,3.1999999999999997
8726,Standard Class,Consumer,Lagos,Nigeria,Office Supplies,Labels,entre 1 y 2,0.7,Medium,February,4.14
8727,Second Class,Consumer,Mexico City,Mexico,Furniture,Furnishings,entre 3 y 4,0.4,High,January,8.639999999999999
8728,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Fasteners,entre 1 y 2,0.2,Medium,May,9.706666666666667
8729,Second Class,Consumer,Mexico City,Mexico,Office Supplies,Labels,entre 1 y 2,0.0,Medium,October,7.946666666666666
8730,Standard Class,Corporate,San Pedro Sula,Honduras,Office Supplies,Fasteners,entre 1 y 2,0.4,Medium,February,7.52
8731,Standard Class,Corporate,Lagos,Nigeria,Office Supplies,Envelopes,entre 1 y 2,0.7,Medium,January,4.824
8732,Standard Class,Consumer,Lagos,Nigeria,Office Supplies,Paper,entre 1 y 2,0.7,Medium,July,5.298
8733,Standard Class,Corporate,Riyadh,Saudi Arabia,Office Supplies,Envelopes,entre 1 y 2,0.0,Medium,September,4.0
8734,Standard Class,Home Office,Istanbul,Turkey,Office Supplies,Art,entre 1 y 2,0.6,Medium,December,6.760000000000001
8735,Standard Class,Consumer,Santo Domingo,Dominican Republic,Office Supplies,Binders,entre 1 y 2,0.2,Medium,October,4.1066666666666665
8736,Standard Class,Corporate,Buenos Aires,Argentina,Office Supplies,Supplies,entre 3 y 4,0.4,Low,July,6.528
8737,Second Class,Consumer,San Salvador,El Salvador,Office Supplies,Envelopes,entre 1 y 2,0.0,Medium,March,7.573333333333333
8738,Standard Class,Consumer,Bangkok,Thailand,Office Supplies,Labels,entre 1 y 2,0.47,Medium,June,6.148
8739,Second Class,Consumer,Lagos,Nigeria,Office Supplies,Binders,entre 1 y 2,0.7,High,November,1.452
8740,Second Class,Consumer,Istanbul,Turkey,Office Supplies,Art,entre 1 y 2,0.6,Medium,October,5.032
8741,Second Class,Home Office,São Paulo,Brazil,Office Supplies,Supplies,entre 1 y 2,0.0,Medium,December,7.133333333333333
