,Ship Mode,Segment,City,Category,Sub-Category,Quantity,Discount,Order Priority,month,Sales_unitario
3841,Standard Class,Consumer,Philadelphia,Office Supplies,Paper,entre 1 y 2,0.2,Medium,November,8.298666666666668
3842,Standard Class,Consumer,San Francisco,Office Supplies,Binders,entre 5 y 6,0.2,Medium,September,4.952727272727272
3843,First Class,Consumer,Seattle,Technology,Phones,entre 3 y 4,0.2,High,November,30.822857142857142
3844,Standard Class,Consumer,Houston,Office Supplies,Paper,entre 1 y 2,0.2,Medium,June,7.125333333333334
3845,Second Class,Home Office,Los Angeles,Office Supplies,Supplies,entre 3 y 4,0.0,High,July,4.434285714285714
3846,Second Class,Consumer,San Diego,Office Supplies,Art,entre 3 y 4,0.0,Medium,October,3.04
3847,Standard Class,Corporate,Seattle,Office Supplies,Art,entre 3 y 4,0.0,Low,December,2.52
3848,Second Class,Corporate,Chicago,Office Supplies,Art,entre 3 y 4,0.2,Medium,January,2.249142857142857
3849,Second Class,Consumer,Chicago,Furniture,Furnishings,entre 3 y 4,0.6,Medium,June,3.3394285714285714
3850,Standard Class,Consumer,Philadelphia,Office Supplies,Paper,entre 1 y 2,0.2,High,September,3.562666666666667
3851,Second Class,Consumer,Los Angeles,Office Supplies,Binders,entre 3 y 4,0.2,Medium,April,2.6674285714285717
3852,Standard Class,Consumer,Philadelphia,Furniture,Furnishings,entre 1 y 2,0.2,High,October,4.778666666666667
3853,Standard Class,Consumer,Los Angeles,Office Supplies,Appliances,entre 1 y 2,0.0,Medium,November,7.260000000000001
3854,Standard Class,Home Office,Springfield,Office Supplies,Labels,entre 3 y 4,0.2,Medium,November,2.633142857142857
3855,Standard Class,Consumer,New York City,Office Supplies,Binders,entre 3 y 4,0.2,Medium,June,3.9771428571428573
3856,Second Class,Home Office,Houston,Office Supplies,Storage,entre 1 y 2,0.2,High,March,5.8133333333333335
3857,Standard Class,Consumer,Chicago,Office Supplies,Art,entre 3 y 4,0.2,Low,October,2.2902857142857145
3858,Standard Class,Corporate,Chicago,Office Supplies,Fasteners,entre 3 y 4,0.2,Medium,September,4.571428571428571
3859,Standard Class,Corporate,New York City,Office Supplies,Binders,entre 3 y 4,0.2,Medium,November,3.7028571428571433
3860,Standard Class,Consumer,San Francisco,Office Supplies,Paper,entre 1 y 2,0.0,Medium,December,8.64
3861,Standard Class,Consumer,San Francisco,Office Supplies,Supplies,entre 1 y 2,0.0,Low,June,4.906666666666667
3862,Standard Class,Consumer,San Francisco,Office Supplies,Paper,entre 1 y 2,0.0,Medium,October,4.946666666666666
3863,Standard Class,Consumer,Seattle,Office Supplies,Binders,entre 3 y 4,0.2,Medium,July,3.218285714285714
3864,Standard Class,Home Office,Seattle,Office Supplies,Art,entre 3 y 4,0.0,Medium,July,3.748571428571428
3865,Standard Class,Consumer,Chicago,Office Supplies,Binders,entre 7 y 8,0.8,High,March,1.0845333333333333
3866,Second Class,Consumer,Dallas,Office Supplies,Art,entre 3 y 4,0.2,Medium,January,2.016
3867,Standard Class,Corporate,Philadelphia,Office Supplies,Fasteners,entre 3 y 4,0.2,Medium,April,3.5931428571428574
3868,Standard Class,Corporate,New York City,Office Supplies,Binders,entre 1 y 2,0.2,Medium,January,8.778666666666666
3869,Standard Class,Consumer,Philadelphia,Office Supplies,Envelopes,entre 3 y 4,0.2,Medium,December,8.763428571428571
3870,Standard Class,Home Office,Los Angeles,Office Supplies,Binders,entre 3 y 4,0.2,Medium,December,3.8217142857142856
3871,Second Class,Consumer,San Francisco,Office Supplies,Labels,entre 1 y 2,0.0,High,August,3.84
3872,Standard Class,Consumer,Los Angeles,Office Supplies,Binders,entre 1 y 2,0.2,Medium,December,6.752
3873,First Class,Home Office,Los Angeles,Office Supplies,Art,entre 3 y 4,0.0,High,February,3.6685714285714286
3874,Standard Class,Consumer,Houston,Office Supplies,Binders,entre 5 y 6,0.8,Medium,November,1.9047272727272728
3875,Standard Class,Consumer,San Francisco,Technology,Accessories,entre 1 y 2,0.0,Medium,August,10.906666666666666
3876,Standard Class,Home Office,Houston,Office Supplies,Binders,entre 3 y 4,0.8,Medium,July,2.646857142857143
3877,Standard Class,Corporate,Philadelphia,Office Supplies,Art,entre 3 y 4,0.2,Low,August,1.5634285714285716
3878,Standard Class,Home Office,Houston,Office Supplies,Binders,entre 5 y 6,0.8,Medium,September,2.958181818181818
3879,First Class,Consumer,Philadelphia,Office Supplies,Paper,entre 3 y 4,0.2,High,July,4.443428571428571
3880,Standard Class,Home Office,Philadelphia,Office Supplies,Binders,entre 1 y 2,0.7,Medium,March,8.196
3881,Standard Class,Consumer,Houston,Furniture,Furnishings,entre 1 y 2,0.6,Medium,December,9.061333333333334
3882,Standard Class,Corporate,Chicago,Office Supplies,Appliances,entre 1 y 2,0.8,Medium,December,13.592
3883,Standard Class,Home Office,Los Angeles,Office Supplies,Paper,entre 1 y 2,0.0,Medium,June,7.84
3884,Same Day,Consumer,Columbus,Office Supplies,Envelopes,entre 1 y 2,0.2,High,September,10.56
3885,First Class,Corporate,Los Angeles,Office Supplies,Binders,entre 3 y 4,0.2,Medium,November,4.0045714285714284
3886,Second Class,Consumer,Los Angeles,Office Supplies,Art,entre 1 y 2,0.0,High,October,3.92
3887,Standard Class,Home Office,Philadelphia,Office Supplies,Labels,entre 1 y 2,0.2,Low,July,6.72
3888,Standard Class,Corporate,Houston,Office Supplies,Labels,entre 3 y 4,0.2,Low,July,1.7897142857142858
3889,Second Class,Consumer,Houston,Office Supplies,Paper,entre 1 y 2,0.2,Critical,May,3.2213333333333334
3890,Standard Class,Corporate,Seattle,Office Supplies,Binders,entre 7 y 8,0.2,Low,November,1.6128
3891,Same Day,Consumer,Dallas,Office Supplies,Paper,entre 1 y 2,0.2,High,March,3.456
3892,Standard Class,Consumer,San Diego,Office Supplies,Binders,entre 1 y 2,0.2,High,December,5.397333333333333
3893,Second Class,Consumer,Columbus,Office Supplies,Art,entre 3 y 4,0.2,High,August,2.8320000000000003
3894,Standard Class,Corporate,Chicago,Furniture,Furnishings,entre 1 y 2,0.6,Medium,December,5.696000000000001
3895,Standard Class,Corporate,Philadelphia,Office Supplies,Paper,entre 3 y 4,0.2,High,August,2.934857142857143
3896,Standard Class,Consumer,Los Angeles,Office Supplies,Labels,entre 1 y 2,0.0,High,May,5.506666666666667
3897,Second Class,Corporate,Philadelphia,Office Supplies,Paper,entre 1 y 2,0.2,High,June,4.565333333333333
3898,Standard Class,Consumer,Philadelphia,Office Supplies,Binders,entre 1 y 2,0.7,Medium,November,8.796000000000001
3899,Standard Class,Home Office,Los Angeles,Office Supplies,Paper,entre 1 y 2,0.0,Medium,December,8.906666666666666
3900,Standard Class,Consumer,New York City,Office Supplies,Paper,entre 1 y 2,0.0,Medium,December,7.573333333333333
3901,First Class,Consumer,New York City,Office Supplies,Paper,entre 1 y 2,0.0,High,November,4.32
3902,Second Class,Corporate,Philadelphia,Office Supplies,Art,entre 1 y 2,0.2,Medium,September,4.565333333333333
3903,Same Day,Consumer,Houston,Furniture,Furnishings,entre 3 y 4,0.6,Medium,December,1.9108571428571428
3904,Second Class,Corporate,San Francisco,Furniture,Tables,entre 1 y 2,0.2,Medium,October,16.24533333333333
3905,Standard Class,Home Office,Dallas,Office Supplies,Envelopes,entre 1 y 2,0.2,Medium,November,8.149333333333333
3906,Second Class,Home Office,Los Angeles,Office Supplies,Paper,entre 1 y 2,0.0,High,July,4.32
3907,Standard Class,Corporate,Dallas,Office Supplies,Paper,entre 3 y 4,0.2,Medium,July,4.443428571428571
3908,Standard Class,Consumer,Houston,Office Supplies,Binders,entre 3 y 4,0.8,Medium,November,3.5965714285714285
3909,Standard Class,Home Office,Los Angeles,Office Supplies,Binders,entre 1 y 2,0.2,High,November,5.141333333333333
3910,Standard Class,Consumer,Chicago,Office Supplies,Binders,entre 5 y 6,0.8,Medium,December,3.255272727272727
3911,Standard Class,Consumer,Philadelphia,Office Supplies,Supplies,entre 1 y 2,0.2,Medium,July,6.1226666666666665
3912,First Class,Home Office,San Diego,Technology,Phones,entre 3 y 4,0.2,Medium,November,58.27885714285714
3913,Standard Class,Corporate,Houston,Office Supplies,Paper,entre 3 y 4,0.2,Low,November,4.443428571428571
3914,Standard Class,Home Office,Los Angeles,Furniture,Furnishings,entre 1 y 2,0.0,Medium,November,6.626666666666666
3915,Standard Class,Consumer,Philadelphia,Office Supplies,Storage,entre 1 y 2,0.2,High,October,7.445333333333333
3916,Standard Class,Corporate,New York City,Office Supplies,Art,entre 3 y 4,0.0,High,September,1.4057142857142857
3917,Standard Class,Consumer,New York City,Office Supplies,Binders,entre 1 y 2,0.2,Medium,December,9.749333333333334
3918,Standard Class,Home Office,Seattle,Office Supplies,Art,entre 5 y 6,0.0,Medium,December,2.5272727272727273
3919,Standard Class,Corporate,Philadelphia,Technology,Phones,entre 1 y 2,0.4,Medium,November,15.991999999999999
3920,Standard Class,Corporate,Philadelphia,Office Supplies,Fasteners,entre 7 y 8,0.2,Medium,August,1.4112
3921,Second Class,Consumer,Seattle,Office Supplies,Binders,entre 3 y 4,0.2,Medium,September,4.272
3922,Standard Class,Corporate,New York City,Furniture,Furnishings,entre 3 y 4,0.0,Medium,May,2.8628571428571425
3923,Second Class,Corporate,New York City,Office Supplies,Binders,entre 3 y 4,0.2,Medium,July,2.6125714285714285
3924,Standard Class,Home Office,San Diego,Office Supplies,Labels,entre 7 y 8,0.0,Medium,August,2.784
3925,Standard Class,Home Office,Philadelphia,Office Supplies,Fasteners,entre 1 y 2,0.2,High,August,3.7866666666666666
3926,Standard Class,Corporate,Los Angeles,Office Supplies,Supplies,entre 1 y 2,0.0,Medium,September,11.266666666666666
3927,Second Class,Consumer,Chicago,Office Supplies,Fasteners,entre 3 y 4,0.2,High,September,3.008
3928,Standard Class,Corporate,Houston,Office Supplies,Appliances,entre 1 y 2,0.8,Medium,June,5.808
3929,Second Class,Consumer,New York City,Office Supplies,Paper,entre 1 y 2,0.0,Medium,July,5.973333333333334
3930,Standard Class,Consumer,Los Angeles,Office Supplies,Binders,entre 1 y 2,0.2,Medium,April,8.805333333333333
3931,Standard Class,Consumer,New York City,Office Supplies,Binders,entre 1 y 2,0.2,Medium,April,6.1866666666666665
3932,Standard Class,Home Office,Los Angeles,Office Supplies,Binders,entre 1 y 2,0.2,High,August,3.4026666666666667
3933,Standard Class,Consumer,Chicago,Office Supplies,Binders,entre 5 y 6,0.8,Medium,April,1.8963636363636363
3934,Standard Class,Consumer,Philadelphia,Office Supplies,Envelopes,entre 1 y 2,0.2,Medium,May,6.229333333333333
3935,Standard Class,Consumer,Philadelphia,Office Supplies,Binders,entre 1 y 2,0.7,Medium,November,7.739999999999999
3936,Standard Class,Consumer,Los Angeles,Office Supplies,Art,entre 5 y 6,0.0,Medium,November,2.6727272727272724
3937,Standard Class,Corporate,Dallas,Office Supplies,Paper,entre 1 y 2,0.2,Low,November,6.165333333333333
3938,Standard Class,Corporate,New York City,Furniture,Furnishings,entre 3 y 4,0.0,Medium,August,2.8628571428571425
3939,Standard Class,Corporate,Philadelphia,Office Supplies,Fasteners,entre 7 y 8,0.2,Medium,November,1.6896
3940,Standard Class,Consumer,Philadelphia,Office Supplies,Art,entre 3 y 4,0.2,Medium,September,2.249142857142857
3941,Standard Class,Consumer,Chicago,Office Supplies,Binders,entre 3 y 4,0.8,Medium,March,2.448
3942,Second Class,Home Office,Philadelphia,Office Supplies,Paper,entre 1 y 2,0.2,Medium,November,3.92
3943,Standard Class,Consumer,Philadelphia,Office Supplies,Binders,entre 1 y 2,0.7,Medium,September,6.412
3944,First Class,Corporate,Philadelphia,Office Supplies,Binders,entre 3 y 4,0.7,Critical,April,0.7148571428571427
3945,Standard Class,Home Office,Philadelphia,Furniture,Furnishings,entre 1 y 2,0.2,Medium,April,5.056
3946,Standard Class,Consumer,Seattle,Office Supplies,Labels,entre 1 y 2,0.0,Medium,November,6.640000000000001
3947,Second Class,Consumer,Seattle,Technology,Accessories,entre 5 y 6,0.0,Medium,July,42.71818181818182
3948,Second Class,Consumer,Philadelphia,Office Supplies,Binders,entre 3 y 4,0.7,High,April,1.3988571428571428
3949,Standard Class,Consumer,New York City,Office Supplies,Labels,entre 1 y 2,0.0,Medium,September,13.799999999999999
3950,Standard Class,Consumer,Houston,Office Supplies,Binders,entre 9 y 10,0.8,Medium,March,1.4854736842105263
3951,Standard Class,Consumer,Philadelphia,Office Supplies,Labels,entre 1 y 2,0.2,Low,November,3.36
3952,Standard Class,Corporate,Philadelphia,Office Supplies,Binders,entre 1 y 2,0.7,Medium,September,6.348
3953,Standard Class,Consumer,New York City,Office Supplies,Supplies,entre 1 y 2,0.0,Medium,April,5.173333333333333
3954,First Class,Home Office,Houston,Office Supplies,Binders,entre 3 y 4,0.8,Medium,July,1.4948571428571429
3955,First Class,Consumer,Seattle,Office Supplies,Binders,entre 5 y 6,0.2,High,April,1.5127272727272727
3956,Second Class,Consumer,Houston,Office Supplies,Paper,entre 5 y 6,0.2,Medium,April,4.858181818181818
3957,Standard Class,Home Office,Seattle,Office Supplies,Fasteners,entre 7 y 8,0.0,Medium,March,1.736
3958,Second Class,Corporate,New York City,Furniture,Furnishings,entre 1 y 2,0.0,Medium,August,6.626666666666666
3959,Standard Class,Corporate,San Francisco,Office Supplies,Art,entre 1 y 2,0.0,Medium,December,5.706666666666667
3960,Standard Class,Home Office,Philadelphia,Office Supplies,Binders,entre 3 y 4,0.7,Medium,April,2.9794285714285715
3961,Standard Class,Corporate,Philadelphia,Technology,Accessories,entre 1 y 2,0.2,Medium,March,6.874666666666666
3962,Standard Class,Corporate,Los Angeles,Office Supplies,Binders,entre 1 y 2,0.2,Low,August,8.448
3963,Standard Class,Corporate,Philadelphia,Office Supplies,Binders,entre 3 y 4,0.7,High,August,1.074857142857143
3964,Standard Class,Consumer,New York City,Office Supplies,Art,entre 1 y 2,0.0,High,July,3.973333333333333
3965,Standard Class,Home Office,Chicago,Office Supplies,Storage,entre 3 y 4,0.2,Medium,December,3.6205714285714286
3966,Standard Class,Corporate,Dallas,Office Supplies,Binders,entre 9 y 10,0.8,Medium,July,1.1993684210526316
3967,Standard Class,Home Office,San Francisco,Office Supplies,Binders,entre 1 y 2,0.2,Medium,September,4.245333333333334
3968,Standard Class,Home Office,Seattle,Furniture,Furnishings,entre 3 y 4,0.0,Medium,July,4.525714285714286
3969,Standard Class,Corporate,Springfield,Office Supplies,Paper,entre 1 y 2,0.0,High,February,8.64
3970,Standard Class,Consumer,Seattle,Office Supplies,Fasteners,entre 3 y 4,0.0,Medium,September,2.9914285714285715
3971,Standard Class,Consumer,New York City,Office Supplies,Appliances,entre 3 y 4,0.0,Medium,July,4.994285714285715
3972,First Class,Consumer,Los Angeles,Office Supplies,Art,entre 3 y 4,0.0,Medium,December,2.468571428571429
3973,Standard Class,Corporate,San Diego,Office Supplies,Binders,entre 3 y 4,0.2,Medium,August,10.29257142857143
3974,Standard Class,Consumer,Dallas,Office Supplies,Labels,entre 1 y 2,0.2,High,October,3.2853333333333334
3975,Standard Class,Corporate,New York City,Office Supplies,Art,entre 7 y 8,0.0,Medium,December,1.4933333333333332
3976,Standard Class,Corporate,Los Angeles,Office Supplies,Art,entre 3 y 4,0.0,Medium,March,2.662857142857143
3977,Standard Class,Consumer,Houston,Office Supplies,Binders,entre 3 y 4,0.8,High,April,1.9714285714285715
3978,First Class,Consumer,Houston,Office Supplies,Binders,entre 3 y 4,0.8,High,September,1.0422857142857143
3979,Standard Class,Corporate,Los Angeles,Office Supplies,Labels,entre 3 y 4,0.0,Medium,February,2.64
3980,Second Class,Consumer,Los Angeles,Office Supplies,Binders,entre 3 y 4,0.2,High,November,1.481142857142857
3981,Standard Class,Consumer,Chicago,Technology,Phones,entre 1 y 2,0.2,Medium,May,7.413333333333333
3982,Standard Class,Consumer,New York City,Office Supplies,Supplies,entre 3 y 4,0.0,Medium,September,3.1285714285714286
3983,First Class,Consumer,Houston,Technology,Phones,entre 1 y 2,0.2,High,May,5.328
3984,First Class,Consumer,Los Angeles,Office Supplies,Binders,entre 3 y 4,0.2,High,October,3.3737142857142857
3985,Standard Class,Corporate,Chicago,Office Supplies,Paper,entre 3 y 4,0.2,Medium,September,2.544
3986,Standard Class,Corporate,San Francisco,Office Supplies,Binders,entre 1 y 2,0.2,Medium,September,5.952000000000001
3987,Second Class,Home Office,Seattle,Technology,Machines,entre 1 y 2,0.2,Medium,December,7.706666666666667
3988,Standard Class,Consumer,Los Angeles,Technology,Accessories,entre 1 y 2,0.0,Medium,November,9.32
3989,Standard Class,Home Office,Seattle,Office Supplies,Art,entre 3 y 4,0.0,Low,May,1.8942857142857144
3990,Standard Class,Consumer,New York City,Office Supplies,Envelopes,entre 1 y 2,0.0,Medium,April,5.506666666666667
3991,Standard Class,Corporate,New York City,Office Supplies,Art,entre 3 y 4,0.0,Medium,November,3.2914285714285714
3992,Standard Class,Corporate,Houston,Office Supplies,Binders,entre 3 y 4,0.8,High,September,1.8822857142857143
3993,Second Class,Home Office,San Diego,Office Supplies,Fasteners,entre 1 y 2,0.0,Critical,November,3.3333333333333335
3994,Standard Class,Consumer,New York City,Office Supplies,Envelopes,entre 3 y 4,0.0,Medium,January,4.72
3995,Standard Class,Corporate,Columbus,Office Supplies,Paper,entre 1 y 2,0.0,Medium,November,6.053333333333334
3996,Standard Class,Consumer,Seattle,Office Supplies,Art,entre 3 y 4,0.0,Medium,November,2.6314285714285717
3997,Standard Class,Consumer,Seattle,Office Supplies,Paper,entre 1 y 2,0.0,Medium,January,8.64
3998,Standard Class,Consumer,Los Angeles,Office Supplies,Fasteners,entre 5 y 6,0.0,Medium,April,1.981818181818182
3999,Second Class,Home Office,Houston,Office Supplies,Binders,entre 5 y 6,0.8,High,September,1.0545454545454545
4000,Second Class,Corporate,Seattle,Office Supplies,Storage,entre 1 y 2,0.0,Medium,August,10.706666666666665
4001,Standard Class,Consumer,Chicago,Office Supplies,Paper,entre 3 y 4,0.2,Medium,December,4.443428571428571
4002,Standard Class,Consumer,San Francisco,Office Supplies,Binders,entre 5 y 6,0.2,Medium,December,2.770909090909091
4003,First Class,Home Office,San Francisco,Office Supplies,Paper,entre 1 y 2,0.0,High,August,2.8533333333333335
4004,Standard Class,Home Office,New York City,Office Supplies,Art,entre 3 y 4,0.0,Medium,July,4.422857142857143
4005,Standard Class,Corporate,Columbus,Office Supplies,Paper,entre 3 y 4,0.0,Medium,May,4.268571428571429
4006,Second Class,Consumer,Los Angeles,Office Supplies,Art,entre 1 y 2,0.0,High,December,2.7533333333333334
4007,Standard Class,Home Office,San Francisco,Furniture,Furnishings,entre 1 y 2,0.0,High,June,3.3000000000000003
